Type,Nome,Name,Level,Skill,Life,Mp,Range,PhyAtk,MagAtk,PhyDef,MagDef,Dex,Agi,Crit atk,Crit def,Stun atk chance,Stun def chance,Stun duration,Block atk chance,Block def chance,Block duration,Blood atk chance,Blood def chance,Blood atk,Blood def,Blood duration,Poison atk chance,Poison def chance,Poison atk,Poison def,Poison duration,Silence atk chance,Silence def chance,Silence duration,Elem,Exp,Item 0,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Gold,Step,Move delay,Mp delay,Atk delay
177,Criatura 178,Creature 178,57,1,1536,2041,60,148,126,158,156,101,104,0.13,0.02,0.14,0.19,92,0.11,0.17,146,0.13,0.18,34.17,6.52,117,0.18,0.05,23.5,44.51,126,0.05,0.12,109,water,1812,130,187,365,565,1766,-1,-1,-1,-1,-1,3254,1,0.0125,0.625,0.96
178,Criatura 179,Creature 179,58,1,1852,2153,60,150,153,157,148,104,111,0.14,0.02,0.13,0.15,95,0.11,0.12,55,0.1,0.19,49.3,21.47,149,0.06,0.06,35.03,53.06,113,0.2,0.14,84,water,1836,131,260,1532,1533,1700,-1,-1,-1,-1,-1,3369,1,0.0125,0.625,0.92
179,Criatura 180,Creature 180,59,1,1801,2347,60,128,147,151,143,95,92,0.13,0.02,0.13,0.06,52,0.15,0.05,52,0.16,0.19,37.06,30.26,68,0.19,0.14,46.32,1.89,71,0.14,0.11,128,neutral,1852,26,27,41,259,260,1534,1535,1536,1537,1691,3486,1,0.0125,0.625,1.12
180,Criatura 181,Creature 181,55,1,1587,1775,60,133,141,149,137,81,123,0.14,0.02,0.08,0.12,143,0.1,0.19,138,0.17,0.05,40.84,1.52,85,0.18,0.12,15.91,20.61,54,0.06,0.16,84,air,1782,26,763,963,1163,1700,-1,-1,-1,-1,-1,3030,1,0.0125,0.625,0.98
181,Criatura 182,Creature 182,56,1,2125,1983,60,132,144,126,142,102,96,0.14,0.02,0.14,0.13,135,0.15,0.15,63,0.1,0.13,6.82,53.79,99,0.17,0.05,47.37,35.37,97,0.1,0.18,97,thunder,1810,27,764,964,1164,1538,-1,-1,-1,-1,-1,3141,1,0.0125,0.625,0.98
182,Criatura 183,Creature 183,57,1,1666,2248,60,146,152,152,144,102,103,0.14,0.02,0.19,0.18,138,0.12,0.18,80,0.17,0.05,34.19,22.8,65,0.16,0.11,51.84,49.46,59,0.14,0.1,70,air,1812,130,259,765,965,1165,1765,-1,-1,-1,-1,3254,1,0.0125,0.625,0.87
183,Criatura 184,Creature 184,58,1,2010,2179,60,148,114,159,128,104,118,0.14,0.02,0.07,0.12,55,0.18,0.17,115,0.14,0.1,46.54,28.3,81,0.2,0.11,48.35,1.6,115,0.17,0.19,123,air,1836,131,260,1539,1700,1766,1988,-1,-1,-1,-1,3369,1,0.0125,0.625,0.98
184,Criatura 185,Creature 185,59,1,1854,2133,60,165,116,145,143,105,132,0.13,0.02,0.13,0.1,104,0.12,0.18,84,0.06,0.09,43.94,24.85,110,0.11,0.15,40.61,20.78,115,0.15,0.2,57,water,1852,42,259,260,130,131,1540,1541,1542,1543,1692,3486,1,0.0125,0.625,0.93
185,Criatura 186,Creature 186,60,1,1938,2248,60,164,132,164,155,94,116,0.13,0.02,0.16,0.06,142,0.08,0.14,122,0.11,0.15,21.92,55.84,82,0.16,0.17,26.91,37.11,122,0.07,0.18,67,snow,1934,26,190,366,566,1700,1915,-1,-1,-1,-1,3605,1,0.0125,0.625,0.90
186,Criatura 187,Creature 187,61,1,1996,2063,60,145,158,166,177,114,124,0.13,0.02,0.19,0.16,138,0.08,0.14,73,0.1,0.16,16.52,23.94,106,0.14,0.06,19.39,40.07,81,0.13,0.07,144,water,1974,27,191,367,567,1767,1916,-1,-1,-1,-1,3726,1,0.0125,0.625,0.87
187,Criatura 188,Creature 188,62,1,1773,2094,60,169,130,171,163,106,127,0.13,0.02,0.06,0.07,144,0.13,0.2,121,0.18,0.09,54.44,18.16,72,0.09,0.13,37.82,53.52,128,0.17,0.08,141,light,2000,150,261,368,568,1768,1917,-1,-1,-1,-1,3849,1,0.0125,0.625,0.93
188,Criatura 189,Creature 189,63,1,2028,1870,60,161,169,152,185,111,103,0.13,0.02,0.09,0.07,143,0.09,0.08,81,0.07,0.13,16.73,49.63,98,0.12,0.12,43.68,33.68,134,0.11,0.16,142,snow,2057,151,262,1544,1545,1918,1919,-1,-1,-1,-1,3974,1,0.0125,0.625,0.93
189,Criatura 190,Creature 190,64,1,2636,2530,60,168,156,147,138,113,133,0.13,0.02,0.15,0.07,110,0.09,0.14,75,0.06,0.07,21.09,42.06,126,0.09,0.17,1.19,43.48,126,0.16,0.11,73,light,2068,43,261,262,150,151,1546,1547,1548,1549,1693,4101,1,0.0125,0.625,0.93
190,Criatura 191,Creature 191,60,1,2020,2140,60,155,149,139,162,106,109,0.13,0.02,0.07,0.07,142,0.05,0.14,75,0.14,0.07,49.21,37.65,103,0.18,0.09,57.17,26.52,101,0.12,0.09,82,earth,1934,26,190,766,966,1166,1700,1920,-1,-1,-1,3605,1,0.0125,0.625,0.89
191,Criatura 192,Creature 192,61,1,2079,2090,60,121,160,175,149,106,94,0.13,0.02,0.12,0.08,121,0.2,0.18,81,0.11,0.16,55.27,43.3,99,0.17,0.16,44.05,40.89,104,0.15,0.17,59,air,1974,27,191,767,967,1167,1921,-1,-1,-1,-1,3726,1,0.0125,0.625,0.99
192,Criatura 193,Creature 193,62,1,2054,2010,60,149,156,169,197,112,118,0.13,0.02,0.18,0.19,114,0.17,0.09,92,0.06,0.13,7.23,22.73,104,0.19,0.07,5.34,32.95,131,0.07,0.11,60,water,2000,150,261,768,968,1168,1922,-1,-1,-1,-1,3849,1,0.0125,0.625,0.88
193,Criatura 194,Creature 194,63,1,2142,1927,60,203,178,158,156,110,114,0.13,0.02,0.11,0.11,71,0.19,0.2,121,0.19,0.12,9.61,16.99,136,0.18,0.12,57.29,11.02,96,0.18,0.07,74,snow,2057,151,262,1767,1768,1923,1924,-1,-1,-1,-1,3974,1,0.0125,0.625,0.97
194,Criatura 195,Creature 195,64,1,2145,2386,60,136,156,172,161,119,129,0.14,0.02,0.14,0.18,68,0.06,0.15,137,0.1,0.07,63.54,9.11,87,0.05,0.16,47.76,26.77,104,0.19,0.06,63,neutral,2068,44,150,151,1550,1551,1552,1553,1554,1555,1694,4101,1,0.0125,0.625,0.87
195,Criatura 196,Creature 196,65,1,2176,2188,60,152,156,175,191,107,129,0.13,0.02,0.11,0.18,140,0.15,0.05,117,0.19,0.14,6.95,60.17,140,0.19,0.08,17.15,60.33,52,0.05,0.1,71,fire,2086,378,578,778,978,1178,1700,1989,-1,-1,-1,4230,1,0.0125,0.625,0.96
196,Criatura 197,Creature 197,66,1,2624,2367,60,163,149,147,203,93,143,0.13,0.02,0.09,0.08,112,0.2,0.18,66,0.06,0.09,22.28,14.04,145,0.14,0.2,53.43,15.71,139,0.19,0.12,93,dark,2127,379,579,779,979,1179,1775,1990,-1,-1,-1,4361,1,0.0125,0.625,0.88
197,Criatura 198,Creature 198,67,1,2389,2340,60,159,166,198,149,102,139,0.14,0.02,0.11,0.15,95,0.15,0.09,95,0.11,0.06,30.22,35.14,118,0.08,0.11,3.83,65.9,85,0.15,0.2,59,water,2215,32,134,200,265,1607,1608,1776,-1,-1,-1,4494,1,0.0125,0.625,0.89
198,Criatura 199,Creature 199,68,1,1964,2585,60,170,189,151,166,117,136,0.14,0.02,0.14,0.14,79,0.15,0.07,119,0.17,0.06,29.84,60.9,98,0.15,0.16,33.43,31.68,117,0.05,0.12,85,fire,2302,33,135,201,1609,1610,1611,1991,-1,-1,-1,4629,1,0.0125,0.625,0.87
199,Criatura 200,Creature 200,69,1,2270,2189,60,168,173,166,187,115,146,0.13,0.02,0.07,0.19,111,0.05,0.1,134,0.1,0.15,53.42,26.04,74,0.19,0.15,22.45,0.2,74,0.13,0.13,116,dark,2469,47,380,580,780,980,1180,1612,1613,1614,1695,4766,1,0.0125,0.625,0.88
200,Criatura 201,Creature 201,65,1,2000,2188,60,181,197,170,150,105,127,0.13,0.02,0.11,0.07,68,0.05,0.11,104,0.15,0.06,36.16,50.96,128,0.16,0.12,15.42,52.92,114,0.09,0.09,131,thunder,2086,372,572,772,972,1172,1700,-1,-1,-1,-1,4230,1,0.0125,0.625,0.96
201,Criatura 202,Creature 202,66,1,2029,2100,60,182,182,177,154,102,111,0.14,0.02,0.12,0.16,98,0.12,0.18,85,0.1,0.06,23.44,62.77,134,0.18,0.15,51.64,59.73,119,0.07,0.18,100,thunder,2127,373,573,773,973,1173,1592,-1,-1,-1,-1,4361,1,0.0125,0.625,0.94
202,Criatura 203,Creature 203,67,1,2450,2580,60,187,166,173,163,102,115,0.13,0.02,0.1,0.18,58,0.07,0.08,100,0.18,0.16,12.58,66.35,78,0.12,0.11,26.85,17.49,140,0.15,0.18,99,earth,2215,30,132,263,1593,1594,1771,1992,-1,-1,-1,4494,1,0.0125,0.625,0.95
203,Criatura 204,Creature 204,68,1,2178,2099,60,189,175,197,197,117,104,0.14,0.02,0.12,0.19,125,0.11,0.11,148,0.09,0.16,42.55,65.13,79,0.1,0.08,28.6,29.95,136,0.05,0.13,53,neutral,2302,31,133,196,197,1595,1596,1772,-1,-1,-1,4629,1,0.0125,0.625,0.92
204,Criatura 205,Creature 205,69,1,1991,2313,60,202,187,190,180,107,98,0.14,0.02,0.07,0.08,54,0.17,0.13,138,0.1,0.12,4.74,0.33,120,0.09,0.11,16.31,31.48,72,0.15,0.15,128,light,2469,45,374,574,774,974,1174,1597,1598,1599,1696,4766,1,0.0125,0.625,0.83
205,Criatura 206,Creature 206,65,1,1912,2275,60,172,138,163,172,117,110,0.13,0.02,0.12,0.16,119,0.2,0.19,141,0.17,0.14,11.63,57.68,92,0.07,0.2,0.76,51.83,110,0.16,0.15,52,thunder,2086,375,575,775,975,1175,1700,1925,-1,-1,-1,4230,1,0.0125,0.625,1.01
206,Criatura 207,Creature 207,66,1,2326,1982,60,159,163,156,166,106,127,0.13,0.02,0.13,0.14,126,0.05,0.07,141,0.06,0.08,24.03,16.76,121,0.11,0.1,1.18,47.54,116,0.09,0.09,64,air,2127,376,576,776,976,1176,1600,1773,1926,-1,-1,4361,1,0.0125,0.625,0.95
207,Criatura 208,Creature 208,67,1,2208,2130,60,152,182,173,182,106,117,0.13,0.02,0.2,0.12,148,0.17,0.12,77,0.07,0.09,47.17,14.74,75,0.09,0.12,3.46,25.2,86,0.18,0.17,127,thunder,2215,30,152,264,1601,1602,1774,1927,-1,-1,-1,4494,1,0.0125,0.625,0.98
208,Criatura 209,Creature 209,68,1,2270,2738,60,185,189,178,140,112,122,0.14,0.02,0.18,0.17,105,0.1,0.16,118,0.18,0.08,54.65,65.61,54,0.05,0.19,55.46,37.43,52,0.09,0.19,124,fire,2302,31,153,198,199,1603,1928,1929,-1,-1,-1,4629,1,0.0125,0.625,0.96
209,Criatura 210,Creature 210,69,1,2363,2158,60,182,158,154,180,116,142,0.13,0.02,0.06,0.09,71,0.1,0.17,100,0.14,0.16,60.56,20.89,148,0.19,0.12,6.41,68.98,73,0.1,0.14,62,earth,2469,46,377,577,777,977,1177,1604,1605,1606,1697,4766,1,0.0125,0.625,1.06
210,Criatura 211,Creature 211,70,1,2427,2469,60,163,165,178,202,97,146,0.13,0.02,0.16,0.14,93,0.18,0.2,65,0.19,0.09,9.21,26.5,132,0.2,0.18,27.94,5.87,105,0.05,0.12,114,snow,2487,381,581,781,981,1181,1615,1700,-1,-1,-1,4905,1,0.0125,0.625,0.91
211,Criatura 212,Creature 212,71,1,2586,2407,60,168,155,200,210,103,117,0.14,0.02,0.14,0.17,56,0.18,0.13,83,0.11,0.12,33.43,24.38,111,0.06,0.16,32.31,36.23,90,0.15,0.11,117,thunder,2502,382,582,782,982,1182,1616,1777,-1,-1,-1,5046,1,0.0125,0.625,0.95
212,Criatura 213,Creature 213,72,1,2621,2278,60,145,177,208,180,125,118,0.13,0.02,0.1,0.14,61,0.14,0.09,90,0.05,0.09,6.66,69.12,98,0.19,0.17,48.71,22.7,84,0.17,0.1,92,fire,2522,32,154,202,266,1617,1778,1993,-1,-1,-1,5189,1,0.0125,0.625,0.98
213,Criatura 214,Creature 214,73,1,2099,2080,60,172,208,215,208,131,146,0.13,0.01,0.05,0.18,136,0.11,0.13,72,0.06,0.14,63.08,57.38,83,0.1,0.07,31.69,14.01,64,0.09,0.16,114,dark,2538,33,155,203,1618,1619,1700,1994,-1,-1,-1,5334,1,0.0125,0.625,0.97
214,Criatura 215,Creature 215,74,1,1994,2666,60,203,172,200,216,110,141,0.13,0.02,0.17,0.18,119,0.09,0.08,98,0.11,0.13,10.08,29.12,63,0.2,0.18,5.27,34.35,141,0.09,0.08,86,thunder,2586,48,383,583,783,983,1183,1620,1621,1622,1698,5481,1,0.0125,0.625,0.86
215,Criatura 216,Creature 216,70,1,2646,2500,60,178,175,190,163,90,132,0.13,0.02,0.11,0.15,101,0.09,0.19,60,0.14,0.16,30.71,17.37,105,0.19,0.18,60.46,46.44,109,0.1,0.09,98,snow,2487,32,136,267,1623,1700,-1,-1,-1,-1,-1,4905,1,0.0125,0.625,1.00
216,Criatura 217,Creature 217,71,1,2141,2438,60,217,180,202,160,111,132,0.13,0.02,0.19,0.16,55,0.13,0.16,72,0.06,0.09,55.43,6.86,93,0.19,0.2,36.79,51.98,69,0.08,0.05,75,earth,2502,33,137,204,1624,1995,-1,-1,-1,-1,-1,5046,1,0.0125,0.625,1.01
217,Criatura 218,Creature 218,72,1,2363,2727,60,165,157,175,183,109,144,0.14,0.02,0.1,0.08,81,0.17,0.08,91,0.2,0.09,10.5,25.79,85,0.06,0.09,71.2,30.98,66,0.19,0.16,111,light,2522,32,136,267,1625,1700,-1,-1,-1,-1,-1,5189,1,0.0125,0.625,0.94
218,Criatura 219,Creature 219,73,1,2165,2438,60,210,190,167,187,105,152,0.13,0.02,0.07,0.18,138,0.11,0.11,75,0.06,0.09,70.33,46.47,130,0.13,0.06,35.36,44.67,80,0.09,0.07,66,dark,2538,33,137,205,1626,1996,-1,-1,-1,-1,-1,5334,1,0.0125,0.625,0.96
219,Criatura 220,Creature 220,74,1,2424,2600,60,218,177,164,213,113,115,0.14,0.02,0.2,0.07,57,0.1,0.18,80,0.19,0.19,58.57,33.6,63,0.1,0.06,45.36,71.73,83,0.05,0.07,89,thunder,2586,32,33,49,136,137,267,1627,1628,1629,1699,5481,1,0.0125,0.625,1.00
220,Criatura 221,Creature 221,70,1,2175,2344,60,178,183,153,175,110,155,0.13,0.02,0.16,0.14,134,0.07,0.09,108,0.12,0.15,45.81,58.42,57,0.08,0.12,47.57,37.69,135,0.18,0.09,53,dark,2487,32,136,268,1630,1700,-1,-1,-1,-1,-1,4905,1,0.0125,0.625,0.96
221,Criatura 222,Creature 222,71,1,1918,2153,60,160,183,197,178,128,144,0.14,0.02,0.09,0.08,117,0.07,0.2,59,0.17,0.2,63.28,24.65,76,0.11,0.19,39.9,38.85,103,0.19,0.06,80,water,2502,33,137,204,1631,1691,-1,-1,-1,-1,-1,5046,1,0.0125,0.625,0.93
222,Criatura 223,Creature 223,72,1,2524,1957,60,170,190,195,177,125,123,0.14,0.02,0.06,0.2,84,0.08,0.1,93,0.09,0.18,39.55,67.44,140,0.15,0.1,24.13,23.38,79,0.17,0.14,148,earth,2522,32,136,268,1632,1700,-1,-1,-1,-1,-1,5189,1,0.0125,0.625,0.86
223,Criatura 224,Creature 224,73,1,2361,2145,60,185,193,200,213,110,124,0.13,0.02,0.17,0.08,56,0.14,0.14,83,0.12,0.07,38.01,23.45,94,0.18,0.06,72.34,59.58,114,0.18,0.16,69,thunder,2538,33,137,205,1633,1691,-1,-1,-1,-1,-1,5334,1,0.0125,0.625,0.93
224,Criatura 225,Creature 225,74,1,2920,2370,60,195,177,167,185,115,169,0.14,0.02,0.1,0.19,65,0.07,0.14,134,0.14,0.16,22.19,42.01,147,0.07,0.14,46.04,0.05,104,0.05,0.06,144,fire,2586,32,33,50,136,137,268,1634,1635,1636,1637,5481,1,0.0125,0.625,0.93
225,Criatura 226,Creature 226,70,1,2584,2219,60,187,178,178,170,104,138,0.14,0.02,0.16,0.06,61,0.16,0.13,61,0.11,0.07,33,49.74,95,0.17,0.17,29.7,24.08,54,0.1,0.09,70,snow,2487,34,206,384,584,1700,1930,-1,-1,-1,-1,4905,1,0.0125,0.625,0.93
226,Criatura 227,Creature 227,71,1,2459,2565,60,168,180,202,163,116,138,0.13,0.02,0.13,0.07,142,0.14,0.17,73,0.12,0.07,28.22,67.04,77,0.06,0.12,34.3,41.8,95,0.16,0.09,60,fire,2502,35,207,385,585,1779,1931,-1,-1,-1,-1,5046,1,0.0125,0.625,0.96
227,Criatura 228,Creature 228,72,1,2298,2952,60,183,210,180,185,111,131,0.13,0.02,0.11,0.05,131,0.06,0.07,115,0.16,0.19,38.6,19.57,148,0.08,0.12,4.29,29.13,109,0.07,0.08,133,water,2522,156,386,586,1636,1780,1932,-1,-1,-1,-1,5189,1,0.0125,0.625,0.80
228,Criatura 229,Creature 229,73,1,2524,2113,60,198,172,193,193,107,152,0.13,0.02,0.08,0.17,124,0.19,0.06,110,0.1,0.09,68.52,40.25,79,0.18,0.07,41.57,21.16,100,0.1,0.08,123,water,2538,157,206,1637,1638,1933,1934,-1,-1,-1,-1,5334,1,0.0125,0.625,0.98
229,Criatura 230,Creature 230,74,1,2193,2535,60,216,167,185,169,128,137,0.13,0.02,0.13,0.16,123,0.19,0.05,127,0.08,0.14,13.11,36.1,68,0.11,0.15,64.7,60.76,53,0.1,0.16,104,dark,2586,51,207,156,157,1639,1640,1641,1642,1643,1692,5481,1,0.0125,0.625,0.99
230,Criatura 231,Creature 231,75,1,2355,3200,60,190,164,216,198,106,149,0.13,0.02,0.13,0.18,66,0.19,0.05,78,0.07,0.14,66.1,54.41,111,0.08,0.19,14.76,57.86,135,0.08,0.07,114,neutral,2606,34,208,784,984,1700,1935,-1,-1,-1,-1,5630,1,0.0125,0.625,0.88
231,Criatura 232,Creature 232,76,1,2689,2430,60,195,166,211,200,140,136,0.13,0.02,0.18,0.13,70,0.14,0.08,100,0.09,0.16,62.25,48.74,115,0.13,0.1,13.33,37.15,116,0.15,0.19,87,snow,2706,35,209,785,985,1779,1936,-1,-1,-1,-1,5781,1,0.0125,0.625,0.84
232,Criatura 233,Creature 233,77,1,2448,2118,60,187,203,197,208,128,137,0.14,0.02,0.12,0.19,107,0.17,0.2,130,0.15,0.07,10.28,13.05,74,0.05,0.18,11.02,68.19,68,0.05,0.06,125,thunder,2769,156,786,986,1644,1780,1937,-1,-1,-1,-1,5934,1,0.0125,0.625,0.98
233,Criatura 234,Creature 234,78,1,2617,2594,60,194,189,197,184,133,155,0.14,0.02,0.06,0.07,104,0.11,0.19,66,0.12,0.18,47.98,50.48,92,0.16,0.09,63.24,72.06,123,0.07,0.14,101,dark,2800,157,208,1645,1646,1938,1939,-1,-1,-1,-1,6089,1,0.0125,0.625,0.96
234,Criatura 235,Creature 235,79,1,2684,2345,60,227,197,200,186,131,138,0.14,0.02,0.09,0.1,93,0.1,0.18,140,0.08,0.12,39.64,18.65,50,0.12,0.18,17.61,59.43,120,0.07,0.17,64,fire,2823,52,209,156,157,1647,1648,1649,1650,1651,1693,6246,1,0.0125,0.625,0.97
235,Criatura 236,Creature 236,75,1,2489,2333,60,195,190,187,192,121,149,0.14,0.02,0.2,0.13,94,0.07,0.1,87,0.06,0.14,28.49,12.97,92,0.18,0.06,22.35,40.51,76,0.08,0.17,69,thunder,2606,34,208,1184,1652,1700,-1,-1,-1,-1,-1,5630,1,0.0125,0.625,0.86
236,Criatura 237,Creature 237,76,1,2045,2329,60,176,182,216,232,129,116,0.14,0.02,0.06,0.09,78,0.05,0.08,73,0.12,0.1,35.75,67.11,78,0.11,0.06,72.36,3.86,88,0.07,0.16,123,snow,2706,35,209,1185,1653,1779,-1,-1,-1,-1,-1,5781,1,0.0125,0.625,1.01
237,Criatura 238,Creature 238,77,1,2173,2733,60,187,189,224,205,120,140,0.13,0.02,0.16,0.18,104,0.12,0.16,58,0.07,0.13,51.81,37.63,98,0.16,0.16,31.63,69.23,95,0.13,0.13,134,air,2769,34,156,208,1186,1654,-1,-1,-1,-1,-1,5934,1,0.0125,0.625,0.91
238,Criatura 239,Creature 239,78,1,2548,3285,60,213,165,192,194,102,164,0.13,0.02,0.06,0.16,118,0.18,0.1,78,0.11,0.13,33.48,75.22,111,0.17,0.13,20.83,76.12,143,0.08,0.18,75,fire,2800,35,157,208,1780,1997,-1,-1,-1,-1,-1,6089,1,0.0125,0.625,0.91
239,Criatura 240,Creature 240,79,1,2367,2730,60,208,202,191,200,117,143,0.13,0.02,0.05,0.18,118,0.18,0.06,94,0.1,0.14,20.25,49.55,103,0.11,0.19,36.22,27.94,147,0.12,0.13,114,water,2823,53,209,156,157,1655,1656,1657,1658,1659,1694,6246,1,0.0125,0.625,1.04
240,Criatura 241,Creature 241,80,1,2467,2869,60,199,202,177,196,127,168,0.13,0.02,0.17,0.16,128,0.15,0.15,144,0.13,0.07,54.2,30.93,57,0.18,0.13,53.52,57.7,137,0.1,0.16,112,thunder,3014,210,387,587,787,987,1187,1700,-1,-1,-1,6405,1,0.0125,0.625,0.90
241,Criatura 242,Creature 242,81,1,2748,2759,60,202,182,247,190,128,144,0.14,0.02,0.09,0.09,127,0.17,0.12,57,0.18,0.11,49.67,59.22,100,0.08,0.2,79.67,66.43,107,0.16,0.1,65,snow,3028,211,388,588,788,988,1188,1660,-1,-1,-1,6566,1,0.0125,0.625,0.93
242,Criatura 243,Creature 243,82,1,2671,2864,60,195,224,204,218,129,172,0.13,0.02,0.14,0.1,59,0.08,0.14,87,0.17,0.09,22.18,50.8,59,0.13,0.12,43.55,2.22,128,0.05,0.19,139,snow,3052,36,138,389,589,789,989,1189,-1,-1,-1,6729,1,0.0125,0.625,0.82
243,Criatura 244,Creature 244,83,1,2775,2640,60,198,221,250,181,118,152,0.14,0.02,0.07,0.13,91,0.11,0.19,115,0.09,0.12,43.43,54.08,94,0.1,0.09,77.64,30.35,75,0.2,0.18,59,plant,3066,37,139,272,1661,1662,1663,-1,-1,-1,-1,6894,1,0.0125,0.625,0.95
244,Dragï¿½o,Dragon,84,1,2584,2448,60,229,220,203,209,153,151,0.13,0.02,0.15,0.05,137,0.07,0.19,120,0.18,0.09,29.85,25.95,98,0.18,0.07,49.26,34.36,109,0.12,0.1,59,air,3075,54,1664,1665,1666,1667,1690,1781,1782,1783,1784,7061,1,0.0125,0.625,1.01
245,Criatura 246,Creature 246,85,1,3065,2625,60,191,199,217,194,135,163,0.14,0.02,0.14,0.06,141,0.17,0.1,74,0.09,0.12,8.5,33.04,124,0.07,0.15,66.97,79.44,103,0.18,0.09,69,light,3098,36,273,390,590,1700,-1,-1,-1,-1,-1,7230,1,0.0125,0.625,0.94
246,Criatura 247,Creature 247,86,1,2985,2616,60,246,211,193,249,116,180,0.14,0.02,0.18,0.05,55,0.17,0.18,133,0.16,0.17,13.35,17.42,51,0.17,0.14,65.41,42.7,119,0.09,0.2,115,water,3118,37,273,391,591,1785,-1,-1,-1,-1,-1,7401,1,0.0125,0.625,0.99
247,Criatura 248,Creature 248,87,1,2671,2568,60,213,210,270,237,130,159,0.13,0.02,0.15,0.16,79,0.17,0.14,129,0.09,0.14,3.22,21.86,122,0.06,0.08,18.5,26.14,73,0.1,0.05,93,snow,3250,138,212,392,592,-1,-1,-1,-1,-1,-1,7574,1,0.0125,0.625,0.99
248,Criatura 249,Creature 249,88,1,2895,3255,60,209,237,243,182,141,133,0.13,0.02,0.19,0.09,93,0.07,0.17,95,0.16,0.12,67.5,10.5,92,0.15,0.14,68.88,3.37,146,0.11,0.15,87,neutral,3431,139,213,1668,1786,-1,-1,-1,-1,-1,-1,7749,1,0.0125,0.625,0.88
249,Criatura 250,Creature 250,89,1,2690,2742,60,218,221,255,236,134,149,0.13,0.02,0.06,0.14,67,0.07,0.15,60,0.14,0.05,59.01,82.34,86,0.15,0.19,59.12,45.85,85,0.18,0.17,148,plant,3483,55,138,139,273,1669,1670,1671,1672,1695,1696,7926,1,0.0125,0.625,1.02
250,Criatura 251,Creature 251,85,1,3291,2588,60,223,235,205,223,128,146,0.13,0.02,0.09,0.13,146,0.19,0.17,102,0.06,0.13,36.66,28,71,0.11,0.05,28.58,32.9,64,0.05,0.08,63,thunder,3098,36,274,790,990,1190,1700,-1,-1,-1,-1,7230,1,0.0125,0.625,0.91
251,Criatura 252,Creature 252,86,1,2947,2920,60,226,220,211,220,118,165,0.14,0.02,0.18,0.09,89,0.19,0.12,110,0.07,0.16,16.36,67.84,56,0.19,0.12,10.61,31.07,129,0.06,0.1,52,thunder,3118,37,274,791,991,1191,1785,-1,-1,-1,-1,7401,1,0.0125,0.625,0.82
252,Criatura 253,Creature 253,87,1,2864,2530,60,207,267,192,219,145,136,0.14,0.02,0.07,0.11,106,0.12,0.19,52,0.16,0.18,32.73,69.77,57,0.07,0.09,55.17,83.94,112,0.17,0.2,105,dark,3250,138,214,792,992,1192,1673,-1,-1,-1,-1,7574,1,0.0125,0.625,0.93
253,Criatura 254,Creature 254,88,1,2583,3100,60,200,237,218,200,152,199,0.13,0.02,0.08,0.07,64,0.19,0.17,144,0.12,0.06,52.44,14.81,101,0.14,0.13,78.88,62.33,86,0.11,0.19,51,light,3431,139,215,1674,1786,1998,-1,-1,-1,-1,-1,7749,1,0.0125,0.625,0.86
254,Criatura 255,Creature 255,89,1,2847,2742,60,218,218,218,252,106,178,0.14,0.02,0.07,0.14,53,0.1,0.15,104,0.13,0.12,65.33,33.45,91,0.14,0.17,61.06,18.55,140,0.15,0.18,92,earth,3483,36,37,56,138,139,1675,1676,1677,1696,1697,7926,1,0.0125,0.625,0.98
255,Criatura 256,Creature 256,90,1,2918,3127,60,211,192,251,239,149,156,0.14,0.02,0.14,0.18,62,0.08,0.08,78,0.16,0.1,85.61,78.12,149,0.19,0.17,5.84,42.6,109,0.08,0.17,67,dark,3513,38,275,393,593,1700,-1,-1,-1,-1,-1,8105,1,0.0125,0.625,0.88
256,Criatura 257,Creature 257,91,1,2989,2880,60,197,213,235,257,146,147,0.14,0.02,0.13,0.16,69,0.11,0.16,87,0.11,0.08,78.37,20.77,104,0.18,0.14,77.84,12.64,69,0.19,0.19,126,earth,3628,39,275,394,594,1678,1787,-1,-1,-1,-1,8286,1,0.0125,0.625,0.88
257,Criatura 258,Creature 258,92,1,3385,2870,60,241,244,225,225,161,122,0.13,0.02,0.15,0.16,94,0.18,0.16,127,0.17,0.19,56.4,52.68,100,0.15,0.12,36.7,49.19,61,0.08,0.16,109,dark,3684,158,216,395,595,1679,-1,-1,-1,-1,-1,8469,1,0.0125,0.625,0.92
258,Criatura 259,Creature 259,93,1,2928,2818,60,275,253,205,243,147,177,0.13,0.02,0.15,0.07,102,0.11,0.13,52,0.19,0.07,4.06,70.12,136,0.14,0.14,64.57,35.78,110,0.17,0.06,144,dark,3782,159,217,1680,1788,1999,-1,-1,-1,-1,-1,8654,1,0.0125,0.625,0.83
259,Criatura 260,Creature 260,94,1,3289,2640,60,243,246,275,246,137,174,0.14,0.02,0.12,0.05,112,0.06,0.18,85,0.09,0.18,90.66,3.55,150,0.1,0.1,5.84,85.49,126,0.18,0.12,90,snow,3803,38,39,57,158,159,1681,1682,1683,1697,1698,8841,1,0.0125,0.625,0.88
260,Criatura 261,Creature 261,90,1,3315,3167,60,233,201,211,205,134,174,0.14,0.02,0.18,0.07,52,0.17,0.13,87,0.14,0.18,52.11,78.85,137,0.16,0.16,28.87,38.64,51,0.17,0.12,74,neutral,3513,38,276,793,993,1193,1700,1940,-1,-1,-1,8105,1,0.0125,0.625,0.94
