ID,Nome,Name,Descrição,Description,Price,Drop chance,Life bonus,Mp bonus,PhyAtk bonus,MagAtk bonus,PhyDef bonus,MagDef bonus,Dex bonus,Agi bonus,Crit bonus atk chance,Crit bonus def chance,Stun atk chance,Stun def chance,Stun duration,Block atk chance,Block def chance,Block duration,Blood atk chance,Blood def chance,Blood atk,Blood def,Blood duration,Poison atk chance,Poison def chance,Poison atk,Poison def,Poison duration,Silence atk chance,Silence def chance,Silence duration,Elem
313,escudo da coragem,courage shield,-,-,1998,0,0,0,0,0,5,5,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,water
314,armadura da coragem,courage armor,-,-,1998,0,0,0,0,0,5,5,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,water
315,cajado do parceiro,partner's staff,-,-,2635,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plant
316,escudo do parceiro,partner's shield,-,-,2635,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plant
317,armadura do parceiro,partner's armor,-,-,2635,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plant
318,cajado do som,sound staff,-,-,3320,0,0,0,8,13,0,0,0,0,0.1,0,0.1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0,air
319,escudo do som,sound shield,-,-,3320,0,0,0,0,0,7,7,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,air
320,armadura do som,sound armor,-,-,3320,0,0,0,0,0,7,7,0,0,0,0.1,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,air
321,cajado selvagem,wild staff,-,-,4049,0,0,0,9,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
322,escudo selvagem,wild shield,-,-,4049,0,0,0,0,0,9,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
323,armadura selvagem,wild armor,-,-,4049,0,0,0,0,0,9,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
324,cajado do amor,love staff,-,-,4818,0,20,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire
325,escudo do amor,love shield,-,-,4818,0,50,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire
326,armadura do amor,love armor,-,-,4818,0,50,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fire
327,cajado do ninja,ninja staff,-,-,5624,0,0,0,11,26,0,0,0,3,0,0,0.15,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
328,escudo do ninja,ninja shield,-,-,5624,0,0,0,0,0,14,14,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
329,armadura do ninja,ninja armor,-,-,5624,0,0,0,0,0,14,14,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
330,cajado da restaura  o,replenishing staff,-,-,6465,0,0,0,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
331,escudo da restaura  o,replenishing shield,-,-,6465,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
332,armadura da restaura  o,replenishing armor,-,-,6465,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
333,cajado da energia,energy staff,-,-,7338,0,0,25,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,200,water
334,escudo da energia,energy shield,-,-,7338,0,0,50,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,water
335,armadura da energia,energy armor,-,-,7338,0,0,50,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,water
336,cajado espinhoso,spiky staff,-,-,8242,0,0,0,14,44,0,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0,10,0,150,0,0,0,0,0,0,0,0,plant
337,escudo espinhoso,spiky shield,-,-,8242,0,0,0,0,0,23,23,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,0,0,0,0,0,plant
338,armadura espinhosa,spiky armor,-,-,8242,0,0,0,0,0,23,23,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,0,0,0,0,0,plant
339,cajado pantanoso,swampy staff,-,-,9176,0,0,0,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,5,0,200,0,0,0,earth
340,escudo pantanoso,swampy shield,-,-,9176,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2,0,0,0,0,earth
341,armadura pantanosa,swampy armor,-,-,9176,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,2,0,0,0,0,earth
342,cajado da n voa,misty staff,-,-,10138,0,0,0,16,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,8,0,230,0,0,0,plant
343,escudo da n voa,misty shield,-,-,10138,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,plant
344,armadura da n voa,misty armor,-,-,10138,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3,0,0,0,0,plant
345,cajado glorioso,glorious staff,-,-,11127,0,0,0,17,66,0,0,0,0,0,0,0.1,0,120,0.15,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,light
346,escudo glorioso,glorious shield,-,-,11127,0,0,0,0,0,34,34,0,0,0,0,0,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,light
347,armadura gloriosa,glorious armor,-,-,11127,0,0,0,0,0,34,34,0,0,0,0,0,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,light
348,cajado negro,dark staff,-,-,12141,0,0,0,18,74,0,0,0,0,0,0,0.15,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dark
349,escudo negro,dark shield,-,-,12141,0,0,0,0,0,38,38,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dark
350,armadura negra,dark armor,-,-,12141,0,0,0,0,0,38,38,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dark
351,cajado punk,punk staff,-,-,13181,0,0,0,19,83,0,0,0,0,0,0,0.1,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,300,thunder
352,escudo punk,punk shield,-,-,13181,0,0,0,0,0,42,42,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,thunder
353,armadura punk,punk armor,-,-,13181,0,0,0,0,0,42,42,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,thunder
354,cajado rachado,cracked staff,-,-,14245,0,0,0,20,93,0,0,0,0,0.15,0,0,0,0,0.1,0,150,0.15,0,15,0,200,0,0,0,0,0,0,0,0,air
355,escudo rachado,cracked shield,-,-,14245,0,0,0,0,0,47,47,0,0,0,0.05,0,0,0,0,0.02,0,0,0.05,0,5,0,0,0,0,0,0,0,0,0,air
356,armadura rachada,cracked armor,-,-,14245,0,0,0,0,0,47,47,0,0,0,0.05,0,0,0,0,0.02,0,0,0.05,0,5,0,0,0,0,0,0,0,0,0,air
357,cajado encrostado,crusty staff,-,-,15332,0,0,0,21,103,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,12,0,200,0.12,0,12,0,200,0,0,0,earth
358,escudo encrostado,crusty shield,-,-,15332,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3,0,0,0.05,0,3,0,0,0,0,earth
359,armadura encrostada,crusty armor,-,-,15332,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0.05,0,3,0,0,0.05,0,3,0,0,0,0,earth
360,cajado arenoso,sandy staff,-,-,16441,0,0,0,22,114,0,0,0,0,0,0,0,0,0,0.2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
361,escudo arenoso,sandy shield,-,-,16441,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
362,armadura arenosa,sandy armor,-,-,16441,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
363,cajado solar,sunny staff,-,-,17572,0,0,0,23,125,0,0,0,0,0.2,0,0,0,0,0,0,0,0.05,0,20,0,200,0,0,0,0,0,0,0,0,light
364,escudo solar,sunny shield,-,-,17572,0,0,0,0,0,63,63,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0,light
365,armadura solar,sunny armor,-,-,17572,0,0,0,0,0,63,63,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,5,0,0,0,0,0,0,0,0,0,light
366,cajado ind gena,indigenous staff,-,-,18725,0,0,0,24,137,0,0,0,0,0.15,0,0,0,0,0,0,0,0.1,0,20,0,120,0,0,0,0,0,0,0,0,plant
367,escudo ind gena,indigenous shield,-,-,18725,0,0,0,0,0,69,69,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,2,0,0,0,0,0,0,0,0,0,plant
368,armadura ind gena,indigenous armor,-,-,18725,0,0,0,0,0,69,69,0,0,0,0.1,0,0,0,0,0,0,0,0.2,0,2,0,0,0,0,0,0,0,0,0,plant
369,cajado subaqu tico,underwater staff,-,-,19898,0,0,0,25,149,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,25,0,250,0,0,0,0,0,0,0,0,water
370,escudo subaqu tico,underwater shield,-,-,19898,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0.15,0,5,0,0,0,0,0,0,0,0,0,water
371,armadura subaqu tica,underwater armor,-,-,19898,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0.15,0,5,0,0,0,0,0,0,0,0,0,water
372,cajado da rajada,blast staff,-,-,21091,0,0,0,26,162,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
373,escudo da rajada,blast shield,-,-,21091,0,0,0,0,0,82,82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
374,armadura da rajada,blast armor,-,-,21091,0,0,0,0,0,82,82,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
375,cajado da determina  o,staff of determination,-,-,22304,0,0,0,27,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
376,escudo da determina  o,shield of determination,-,-,22304,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
377,armadura da determina  o,armor of determination,-,-,22304,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,air
378,cajado do terremoto,earthquake staff,-,-,23536,0,0,0,28,189,0,0,0,0,0,0,0.2,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
379,escudo do terremoto,earthquake shield,-,-,23536,0,0,0,0,0,95,95,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
380,armadura do terremoto,earthquake armor,-,-,23536,0,0,0,0,0,95,95,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,earth
381,cajado da erup  o,eruption staff,-,-,24787,0,0,0,29,203,0,0,0,0,0.2,0,0,0,0,0,0,0,0.3,0,15,0,250,0,0,0,0,0,0,0,0,fire
382,escudo da erup  o,eruption shield,-,-,24787,0,0,0,0,0,102,102,0,0,0,0.05,0,0,0,0,0,0,0,0.13,0,5,0,0,0,0,0,0,0,0,0,fire
383,armadura da erup  o,eruption armor,-,-,24787,0,0,0,0,0,102,102,0,0,0,0.1,0,0,0,0,0,0,0,0.13,0,5,0,0,0,0,0,0,0,0,0,fire
384,cajado nuclear,nuclear staff,-,-,26057,0,0,0,30,218,0,0,50,0,0,0,0.15,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,250,fire
385,escudo nuclear,nuclear shield,-,-,26057,0,0,0,0,0,110,110,15,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,fire
386,armadura nuclear,nuclear armor,-,-,26057,0,0,0,0,0,110,110,15,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,fire
387,cajado do drag o,dragon staff,-,-,27344,0,150,0,31,233,0,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0,25,0,250,0,0,0,0,0,0,0,0,fire
388,escudo do drag o,dragon shield,-,-,27344,0,50,0,0,0,117,117,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,15,0,0,0,0,0,0,0,0,0,fire
389,armadura do drag o,dragon armor,-,-,27344,0,50,0,0,0,117,117,0,0,0,0.1,0,0,0,0,0,0,0,0.05,0,10,0,0,0,0,0,0,0,0,0,fire
390,cajado de picol ,popsicle staff,-,-,28648,0,0,0,32,249,0,0,0,0,0,0,0.3,0,130,0.2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
391,escudo de picol ,popsicle shield,-,-,28648,0,0,0,0,0,125,125,0,0,0,0,0,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
392,armadura de picol ,popsicle armor,-,-,28648,0,0,0,0,0,125,125,0,0,0,0,0,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
393,cajado polar,polar staff,-,-,29970,0,0,0,33,265,0,0,0,0,0,0,0.23,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
394,escudo polar,polar shield,-,-,29970,0,0,0,0,0,133,133,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
395,armadura polar,polar armor,-,-,29970,0,0,0,0,0,133,133,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,snow
396,cajado da aurora,aurora staff,-,-,31309,0,0,150,34,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,200,light
397,escudo da aurora,aurora shield,-,-,31309,0,0,50,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,light
398,armadura da aurora,aurora armor,-,-,31309,0,0,50,0,0,142,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,light
399,emblema do mago da aventura,mage adventure emblem,-,-,115272,0,500,500,35,299,0,0,50,50,0.15,0.1,0.1,0.05,150,0.15,0.13,150,0.15,0.15,15,15,150,0.2,0.15,20,12,120,0.2,0.1,200,neutral
400,arco de madeira,wood bow,-,-,20,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
401,bandana de madeira,wood bandana,-,-,20,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
402,armadura de madeira,wood armor,-,-,20,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
403,arco de bronze,copper bow,-,-,290,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
404,bandana de bronze,copper bandana,-,-,290,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
405,armadura de bronze,copper armor,-,-,290,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
406,arco pesada,heavy bow,-,-,681,10,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
407,bandana pesada,heavy bandana,-,-,681,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
408,armadura pesada,heavy armor,-,-,681,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
409,arco da montanha,mountain bow,-,-,1164,10,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
410,bandana da montanha,mountain bandana,-,-,1164,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
411,armadura da montanha,mountain armor,-,-,1164,10,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
412,arco do arqueiro,archer's bow,-,-,1716,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
413,bandana do arqueiro,archer's bandana,-,-,1716,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
414,armadura do arqueiro,archer's armor,-,-,1716,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
415,arco fenomenal,phenomenal bow,-,-,2326,10,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
416,bandana fenomenal,phenomenal bandana,-,-,2326,10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
417,armadura fenomenal,phenomenal armor,-,-,2326,10,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
418,arco do epicentro,epicenter bow,-,-,2988,10,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
419,bandana do epicentro,epicenter bandana,-,-,2988,10,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
420,armadura do epicentro,epicenter armor,-,-,2988,10,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
421,airrco dimensional,dimensional bow,-,-,3695,10,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
422,bandana dimensional,dimensional bandana,-,-,3695,10,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
423,armadura dimensional,dimensional armor,-,-,3695,10,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
424,arco do pirata,pirate bow,-,-,4445,10,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
425,bandana do pirata,pirate bandana,-,-,4445,10,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
426,armadura do pirata,pirate armor,-,-,4445,10,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
427,arco  pico,epic bow,-,-,5233,10,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
428,bandana  pica,epic bandana,-,-,5233,10,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
429,armadura  pica,epic armor,-,-,5233,10,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
430,arco arcano,arcane bow,-,-,6056,10,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
431,bandana arcana,arcane bandana,-,-,6056,10,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
432,armadura arcana,arcane armor,-,-,6056,10,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
433,arco lunar,lunar bow,-,-,6913,10,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
434,bandana lunar,lunar bandana,-,-,6913,10,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
435,armadura lunar,lunar armor,-,-,6913,10,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
436,arco feroz,fierce bow,-,-,7802,10,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
437,bandana feroz,fierce bandana,-,-,7802,10,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
438,armadura feroz,fierce armor,-,-,7802,10,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
439,arco curvo,curvy bow,-,-,8722,10,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
440,bandana curva,curvy bandana,-,-,8722,10,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
441,armadura curva,curvy armor,-,-,8722,10,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
442,arco picante,kinky bow,-,-,9670,10,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
443,bandana picante,kinky bandana,-,-,9670,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
444,armadura picante,kinky armor,-,-,9670,10,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
445,arco da floresta,forest bow,-,-,10645,10,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
446,bandana da floresta,forest bandana,-,-,10645,10,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
447,armadura da floresta,forest armor,-,-,10645,10,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
448,arco da escava  o,excavation bow,-,-,11647,10,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
449,bandana da escava  o,excavation bandana,-,-,11647,10,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
450,armadura da escava  o,excavation armor,-,-,11647,10,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
451,airrco secular,secular bow,-,-,12674,10,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
452,bandana secular,secular bandana,-,-,12674,10,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
453,armadura secular,secular armor,-,-,12674,10,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
454,arco do cristal,crystal bow,-,-,13726,10,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
455,bandana do cristal,crystal bandana,-,-,13726,10,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
456,armadura do cristal,crystal armor,-,-,13726,10,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
457,arco da caverna,cave bow,-,-,14801,10,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
458,bandana da caverna,cave bandana,-,-,14801,10,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
459,armadura da caverna,cave armor,-,-,14801,10,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
460,arco tropical,tropical bow,-,-,15899,10,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
461,bandana tropical,tropical bandana,-,-,15899,10,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
462,armadura tropical,tropical armor,-,-,15899,10,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
463,arco ondulado,curly bow,-,-,17020,10,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
464,bandana ondulada,curly bandana,-,-,17020,10,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
465,armadura ondulada,curly armor,-,-,17020,10,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
466,arco da ilha,island bow,-,-,18162,10,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
467,bandana da ilha,island bandana,-,-,18162,10,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
468,armadura da ilha,island armor,-,-,18162,10,0,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
469,arco do oceano,ocean bow,-,-,19325,10,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
