ID,Name,Nome,Price,Drop chance,Description,Descrição,Type
942,kinky claws,garras picantes,9670,10,-,-,Equip
943,kinky shield,escudo picante,9670,10,-,-,Equip
944,kinky armor,armadura picante,9670,10,-,-,Equip
945,forest claws,garras da floresta,10645,10,-,-,Equip
946,forest shield,escudo da floresta,10645,10,-,-,Equip
947,forest armor,armadura da floresta,10645,10,-,-,Equip
948,excavation claws,garras da escavação,11647,10,-,-,Equip
949,excavation shield,escudo da escavação,11647,10,-,-,Equip
950,excavation armor,armadura da escavação,11647,10,-,-,Equip
951,secular claws,garras seculares,12674,10,-,-,Equip
952,secular shield,escudo secular,12674,10,-,-,Equip
953,secular armor,armadura secular,12674,10,-,-,Equip
954,crystal claws,garras do cristal,13726,10,-,-,Equip
955,crystal shield,escudo do cristal,13726,10,-,-,Equip
956,crystal armor,armadura do cristal,13726,10,-,-,Equip
957,cave claws,garras da caverna,14801,10,-,-,Equip
958,cave shield,escudo da caverna,14801,10,-,-,Equip
959,cave armor,armadura da caverna,14801,10,-,-,Equip
960,tropical claws,garras tropicais,15899,10,-,-,Equip
961,tropical shield,escudo tropical,15899,10,-,-,Equip
962,tropical armor,armadura tropical,15899,10,-,-,Equip
963,curly claws,garras onduladas,17020,10,-,-,Equip
964,curly shield,escudo ondulado,17020,10,-,-,Equip
965,curly armor,armadura ondulada,17020,10,-,-,Equip
966,island claws,garras da ilha,18162,10,-,-,Equip
967,island shield,escudo da ilha,18162,10,-,-,Equip
968,island armor,armadura da ilha,18162,10,-,-,Equip
969,ocean claws,garras do oceano,19325,10,-,-,Equip
970,ocean shield,escudo do oceano,19325,10,-,-,Equip
971,ocean armor,armadura do oceano,19325,10,-,-,Equip
972,magma claws,garras do magma,20508,10,-,-,Equip
973,magma shield,escudo do magma,20508,10,-,-,Equip
974,magma armor,armadura do magma,20508,10,-,-,Equip
975,chocolate claws,garras de chocolate,21711,10,-,-,Equip
976,chocolate shield,escudo de chocolate,21711,10,-,-,Equip
977,chocolate armor,armadura de chocolate,21711,10,-,-,Equip
978,fenix claws,garras da fênix,22934,10,-,-,Equip
979,fenix shield,escudo da fênix,22934,10,-,-,Equip
980,fenix armor,armadura da fênix,22934,10,-,-,Equip
981,explosive claws,garras explosivas,24175,10,-,-,Equip
982,explosive shield,escudo explosivo,24175,10,-,-,Equip
983,explosive armor,armadura explosiva,24175,10,-,-,Equip
984,melting claws,garras em derretimento,25436,10,-,-,Equip
985,melting shield,escudo em derretimento,25436,10,-,-,Equip
986,melting armor,armadura em derretimento,25436,10,-,-,Equip
987,volcano claws,garras do vulcão,26714,10,-,-,Equip
988,volcano shield,escudo do vulcão,26714,10,-,-,Equip
989,volcano armor,armadura do vulcão,26714,10,-,-,Equip
990,icy claws,garras geladas,28010,10,-,-,Equip
991,icy shield,escudo gelado,28010,10,-,-,Equip
992,icy armor,armadura gelada,28010,10,-,-,Equip
993,winter claws,garras invernais,29323,10,-,-,Equip
994,winter shield,escudo invernal,29323,10,-,-,Equip
995,winter armor,armadura invernal,29323,10,-,-,Equip
996,snowman claws,garras do homem das neves,30654,10,-,-,Equip
997,snowman shield,escudo do homem das neves,30654,10,-,-,Equip
998,snowman armor,armadura do homem das neves,30654,10,-,-,Equip
999,snowland set,set da terra das neves,106585,10,-,-,Equip
1000,toy claws,garras de brinquedo,45,0,-,-,Equip
1001,toy shield,escudo de brinquedo,45,0,-,-,Equip
1002,toy armor,armadura de brinquedo,45,0,-,-,Equip
1003,handicrafted claws,garras artesanais,456,0,-,-,Equip
1004,handicrafted shield,escudo artesanal,456,0,-,-,Equip
1005,handicrafted armor,armadura artesanal,456,0,-,-,Equip
1006,dreamer's claws,garras do sonhador,897,0,-,-,Equip
1007,dreamer's shield,escudo do sonhador,897,0,-,-,Equip
1008,dreamer's armor,armadura do sonhador,897,0,-,-,Equip
1009,light claws,garras leves,1416,0,-,-,Equip
1010,light shield,escudo leve,1416,0,-,-,Equip
1011,light armor,armadura leve,1416,0,-,-,Equip
1012,courage claws,garras da coragem,1998,0,-,-,Equip
1013,courage shield,escudo da coragem,1998,0,-,-,Equip
1014,courage armor,armadura da coragem,1998,0,-,-,Equip
1015,partner's claws,garras do parceiro,2635,0,-,-,Equip
1016,partner's shield,escudo do parceiro,2635,0,-,-,Equip
1017,partner's armor,armadura do parceiro,2635,0,-,-,Equip
1018,sound claws,garras do som,3320,0,-,-,Equip
1019,sound shield,escudo do som,3320,0,-,-,Equip
1020,sound armor,armadura do som,3320,0,-,-,Equip
1021,wild claws,garras selvagens,4049,0,-,-,Equip
1022,wild shield,escudo selvagem,4049,0,-,-,Equip
1023,wild armor,armadura selvagem,4049,0,-,-,Equip
1024,love claws,garras do amor,4818,0,-,-,Equip
1025,love shield,escudo do amor,4818,0,-,-,Equip
1026,love armor,armadura do amor,4818,0,-,-,Equip
1027,ninja claws,garras do ninja,5624,0,-,-,Equip
1028,ninja shield,escudo do ninja,5624,0,-,-,Equip
1029,ninja armor,armadura do ninja,5624,0,-,-,Equip
1030,replenishing claws,garras da restauração,6465,0,-,-,Equip
1031,replenishing shield,escudo da restauração,6465,0,-,-,Equip
1032,replenishing armor,armadura da restauração,6465,0,-,-,Equip
1033,energy claws,garras da energia,7338,0,-,-,Equip
1034,energy shield,escudo da energia,7338,0,-,-,Equip
1035,energy armor,armadura da energia,7338,0,-,-,Equip
1036,spiky claws,garras espinhosas,8242,0,-,-,Equip
1037,spiky shield,escudo espinhoso,8242,0,-,-,Equip
1038,spiky armor,armadura espinhosa,8242,0,-,-,Equip
1039,swampy claws,garras pantanosas,9176,0,-,-,Equip
1040,swampy shield,escudo pantanoso,9176,0,-,-,Equip
1041,swampy armor,armadura pantanosa,9176,0,-,-,Equip
1042,misty claws,garras da névoa,10138,0,-,-,Equip
1043,misty shield,escudo da névoa,10138,0,-,-,Equip
1044,misty armor,armadura da névoa,10138,0,-,-,Equip
1045,glorious claws,garras gloriosas,11127,0,-,-,Equip
1046,glorious shield,escudo glorioso,11127,0,-,-,Equip
1047,glorious armor,armadura gloriosa,11127,0,-,-,Equip
1048,dark claws,garras negras,12141,0,-,-,Equip
1049,dark shield,escudo negro,12141,0,-,-,Equip
1050,dark armor,armadura negra,12141,0,-,-,Equip
1051,punk claws,garras punk,13181,0,-,-,Equip
1052,punk shield,escudo punk,13181,0,-,-,Equip
1053,punk armor,armadura punk,13181,0,-,-,Equip
1054,cracked claws,garras rachadas,14245,0,-,-,Equip
1055,cracked shield,escudo rachado,14245,0,-,-,Equip
1056,cracked armor,armadura rachada,14245,0,-,-,Equip
1057,crusty claws,garras encrostadas,15332,0,-,-,Equip
1058,crusty shield,escudo encrostado,15332,0,-,-,Equip
1059,crusty armor,armadura encrostada,15332,0,-,-,Equip
1060,sandy claws,garras arenosas,16441,0,-,-,Equip
1061,sandy shield,escudo arenoso,16441,0,-,-,Equip
1062,sandy armor,armadura arenosa,16441,0,-,-,Equip
1063,sunny claws,garras solares,17572,0,-,-,Equip
1064,sunny shield,escudo solar,17572,0,-,-,Equip
1065,sunny armor,armadura solar,17572,0,-,-,Equip
1066,indigenous claws,garras indígenas,18725,0,-,-,Equip
1067,indigenous shield,escudo indígena,18725,0,-,-,Equip
1068,indigenous armor,armadura indígena,18725,0,-,-,Equip
1069,underwater claws,garras subaquáticas,19898,0,-,-,Equip
1070,underwater shield,escudo subaquático,19898,0,-,-,Equip
1071,underwater armor,armadura subaquática,19898,0,-,-,Equip
1072,blast claws,garras da rajada,21091,0,-,-,Equip
1073,blast shield,escudo da rajada,21091,0,-,-,Equip
1074,blast armor,armadura da rajada,21091,0,-,-,Equip
1075,claws of determination,garras da determinação,22304,0,-,-,Equip
1076,shield of determination,escudo da determinação,22304,0,-,-,Equip
1077,armor of determination,armadura da determinação,22304,0,-,-,Equip
1078,earthquake claws,garras do terremoto,23536,0,-,-,Equip
1079,earthquake shield,escudo do terremoto,23536,0,-,-,Equip
1080,earthquake armor,armadura do terremoto,23536,0,-,-,Equip
1081,eruption claws,garras da erupção,24787,0,-,-,Equip
1082,eruption shield,escudo da erupção,24787,0,-,-,Equip
1083,eruption armor,armadura da erupção,24787,0,-,-,Equip
1084,nuclear claws,garras nucleares,26057,0,-,-,Equip
1085,nuclear shield,escudo nuclear,26057,0,-,-,Equip
1086,nuclear armor,armadura nuclear,26057,0,-,-,Equip
1087,dragon claws,garras do dragão,27344,0,-,-,Equip
1088,dragon shield,escudo do dragão,27344,0,-,-,Equip
1089,dragon armor,armadura do dragão,27344,0,-,-,Equip
1090,popsicle claws,garras de picolé,28648,0,-,-,Equip
1091,popsicle shield,escudo de picolé,28648,0,-,-,Equip
1092,popsicle armor,armadura de picolé,28648,0,-,-,Equip
1093,polar claws,garras polares,29970,0,-,-,Equip
1094,polar shield,escudo polar,29970,0,-,-,Equip
1095,polar armor,armadura polar,29970,0,-,-,Equip
1096,aurora claws,garras da aurora,31309,0,-,-,Equip
1097,aurora shield,escudo da aurora,31309,0,-,-,Equip
1098,aurora armor,armadura da aurora,31309,0,-,-,Equip
1099,adventure set,set da aventura,115272,0,-,-,Equip
1100,wood dagger,faca de madeira,20,10,-,-,Equip
1101,wood shield,escudo de madeira,20,10,-,-,Equip
1102,wood armor,armadura de madeira,20,10,-,-,Equip
1103,copper dagger,faca de bronze,290,10,-,-,Equip
1104,copper shield,escudo de bronze,290,10,-,-,Equip
1105,copper armor,armadura de bronze,290,10,-,-,Equip
1106,heavy dagger,faca pesada,681,10,-,-,Equip
1107,heavy shield,escudo pesado,681,10,-,-,Equip
1108,heavy armor,armadura pesada,681,10,-,-,Equip
1109,mountain dagger,faca da montanha,1164,10,-,-,Equip
1110,mountain shield,escudo da montanha,1164,10,-,-,Equip
1111,mountain armor,armadura da montanha,1164,10,-,-,Equip
1112,assassin's dagger,faca do assassino,1716,10,-,-,Equip
1113,assassin's shield,escudo do assassino,1716,10,-,-,Equip
1114,assassin's armor,armadura do assassino,1716,10,-,-,Equip
1115,phenomenal dagger,faca fenomenal,2326,10,-,-,Equip
1116,phenomenal shield,escudo fenomenal,2326,10,-,-,Equip
1117,phenomenal armor,armadura fenomenal,2326,10,-,-,Equip
1118,epicenter dagger,faca do epicentro,2988,10,-,-,Equip
1119,epicenter shield,escudo do epicentro,2988,10,-,-,Equip
1120,epicenter armor,armadura do epicentro,2988,10,-,-,Equip
1121,dimensional dagger,faca dimensional,3695,10,-,-,Equip
1122,dimensional shield,escudo dimensional,3695,10,-,-,Equip
1123,dimensional armor,armadura dimensional,3695,10,-,-,Equip
1124,pirate dagger,faca do pirata,4445,10,-,-,Equip
1125,pirate shield,escudo do pirata,4445,10,-,-,Equip
1126,pirate armor,armadura do pirata,4445,10,-,-,Equip
1127,epic dagger,faca épica,5233,10,-,-,Equip
1128,epic shield,escudo épico,5233,10,-,-,Equip
1129,epic armor,armadura épica,5233,10,-,-,Equip
1130,arcane dagger,faca arcana,6056,10,-,-,Equip
1131,arcane shield,escudo arcano,6056,10,-,-,Equip
1132,arcane armor,armadura arcana,6056,10,-,-,Equip
1133,lunar dagger,faca lunar,6913,10,-,-,Equip
1134,lunar shield,escudo lunar,6913,10,-,-,Equip
1135,lunar armor,armadura lunar,6913,10,-,-,Equip
1136,fierce dagger,faca feroz,7802,10,-,-,Equip
1137,fierce shield,escudo feroz,7802,10,-,-,Equip
1138,fierce armor,armadura feroz,7802,10,-,-,Equip
1139,curvy dagger,faca curva,8722,10,-,-,Equip
1140,curvy shield,escudo curvo,8722,10,-,-,Equip
1141,curvy armor,armadura curva,8722,10,-,-,Equip
1142,kinky dagger,faca picante,9670,10,-,-,Equip
1143,kinky shield,escudo picante,9670,10,-,-,Equip
1144,kinky armor,armadura picante,9670,10,-,-,Equip
1145,forest dagger,faca da floresta,10645,10,-,-,Equip
1146,forest shield,escudo da floresta,10645,10,-,-,Equip
1147,forest armor,armadura da floresta,10645,10,-,-,Equip
1148,excavation dagger,faca da escavação,11647,10,-,-,Equip
1149,excavation shield,escudo da escavação,11647,10,-,-,Equip
1150,excavation armor,armadura da escavação,11647,10,-,-,Equip
1151,secular dagger,faca secular,12674,10,-,-,Equip
1152,secular shield,escudo secular,12674,10,-,-,Equip
1153,secular armor,armadura secular,12674,10,-,-,Equip
1154,crystal dagger,faca do cristal,13726,10,-,-,Equip
1155,crystal shield,escudo do cristal,13726,10,-,-,Equip
1156,crystal armor,armadura do cristal,13726,10,-,-,Equip
1157,cave dagger,faca da caverna,14801,10,-,-,Equip
1158,cave shield,escudo da caverna,14801,10,-,-,Equip
1159,cave armor,armadura da caverna,14801,10,-,-,Equip
1160,tropical dagger,faca tropical,15899,10,-,-,Equip
1161,tropical shield,escudo tropical,15899,10,-,-,Equip
1162,tropical armor,armadura tropical,15899,10,-,-,Equip
1163,curly dagger,faca ondulada,17020,10,-,-,Equip
1164,curly shield,escudo ondulado,17020,10,-,-,Equip
1165,curly armor,armadura ondulada,17020,10,-,-,Equip
1166,island dagger,faca da ilha,18162,10,-,-,Equip
1167,island shield,escudo da ilha,18162,10,-,-,Equip
1168,island armor,armadura da ilha,18162,10,-,-,Equip
1169,ocean dagger,faca do oceano,19325,10,-,-,Equip
1170,ocean shield,escudo do oceano,19325,10,-,-,Equip
1171,ocean armor,armadura do oceano,19325,10,-,-,Equip
1172,magma dagger,faca do magma,20508,10,-,-,Equip
1173,magma shield,escudo do magma,20508,10,-,-,Equip
1174,magma armor,armadura do magma,20508,10,-,-,Equip
1175,chocolate dagger,faca de chocolate,21711,10,-,-,Equip
1176,chocolate shield,escudo de chocolate,21711,10,-,-,Equip
1177,chocolate armor,armadura de chocolate,21711,10,-,-,Equip
1178,fenix dagger,faca da fênix,22934,10,-,-,Equip
1179,fenix shield,escudo da fênix,22934,10,-,-,Equip
1180,fenix armor,armadura da fênix,22934,10,-,-,Equip
1181,explosive dagger,faca explosiva,24175,10,-,-,Equip
1182,explosive shield,escudo explosivo,24175,10,-,-,Equip
1183,explosive armor,armadura explosiva,24175,10,-,-,Equip
1184,melting dagger,faca em derretimento,25436,10,-,-,Equip
1185,melting shield,escudo  em derretimento,25436,10,-,-,Equip
1186,melting armor,armadura em derretimento,25436,10,-,-,Equip
1187,volcano dagger,faca do vulcão,26714,10,-,-,Equip
1188,volcano shield,escudo do vulcão,26714,10,-,-,Equip
1189,volcano armor,armadura do vulcão,26714,10,-,-,Equip
1190,icy dagger,faca gelada,28010,10,-,-,Equip
1191,icy shield,escudo gelado,28010,10,-,-,Equip
1192,icy armor,armadura gelada,28010,10,-,-,Equip
1193,winter dagger,faca invernal,29323,10,-,-,Equip
1194,winter shield,escudo invernal,29323,10,-,-,Equip
1195,winter armor,armadura invernal,29323,10,-,-,Equip
1196,snowman dagger,faca do homem das neves,30654,10,-,-,Equip
1197,snowman shield,escudo do homem das neves,30654,10,-,-,Equip
1198,snowman armor,armadura do homem das neves,30654,10,-,-,Equip
1199,snowland set,set da terra das neves,106585,10,-,-,Equip
1200,toy dagger,faca de brinquedo,45,0,-,-,Equip
1201,toy shield,escudo de brinquedo,45,0,-,-,Equip
1202,toy armor,armadura de brinquedo,45,0,-,-,Equip
1203,handicrafted dagger,faca artesanal,456,0,-,-,Equip
1204,handicrafted shield,escudo artesanal,456,0,-,-,Equip
1205,handicrafted armor,armadura artesanal,456,0,-,-,Equip
1206,dreamer's dagger,faca do sonhador,897,0,-,-,Equip
1207,dreamer's shield,escudo do sonhador,897,0,-,-,Equip
1208,dreamer's armor,armadura do sonhador,897,0,-,-,Equip
1209,light dagger,faca leve,1416,0,-,-,Equip
1210,light shield,escudo leve,1416,0,-,-,Equip
1211,light armor,armadura leve,1416,0,-,-,Equip
1212,courage dagger,faca da coragem,1998,0,-,-,Equip
1213,courage shield,escudo da coragem,1998,0,-,-,Equip
1214,courage armor,armadura da coragem,1998,0,-,-,Equip
1215,partner's dagger,faca do parceiro,2635,0,-,-,Equip
1216,partner's shield,escudo do parceiro,2635,0,-,-,Equip
1217,partner's armor,armadura do parceiro,2635,0,-,-,Equip
1218,sound dagger,faca do som,3320,0,-,-,Equip
1219,sound shield,escudo do som,3320,0,-,-,Equip
1220,sound armor,armadura do som,3320,0,-,-,Equip
1221,wild dagger,faca selvagem,4049,0,-,-,Equip
1222,wild shield,escudo selvagem,4049,0,-,-,Equip
1223,wild armor,armadura selvagem,4049,0,-,-,Equip
1224,love dagger,faca do amor,4818,0,-,-,Equip
1225,love shield,escudo do amor,4818,0,-,-,Equip
1226,love armor,armadura do amor,4818,0,-,-,Equip
1227,ninja dagger,faca do ninja,5624,0,-,-,Equip
1228,ninja shield,escudo do ninja,5624,0,-,-,Equip
1229,ninja armor,armadura do ninja,5624,0,-,-,Equip
1230,replenishing dagger,faca da restauração,6465,0,-,-,Equip
1231,replenishing shield,escudo da restauração,6465,0,-,-,Equip
1232,replenishing armor,armadura da restauração,6465,0,-,-,Equip
1233,energy dagger,faca da energia,7338,0,-,-,Equip
1234,energy shield,escudo da energia,7338,0,-,-,Equip
1235,energy armor,armadura da energia,7338,0,-,-,Equip
1236,spiky dagger,faca espinhosa,8242,0,-,-,Equip
1237,spiky shield,escudo espinhoso,8242,0,-,-,Equip
1238,spiky armor,armadura espinhosa,8242,0,-,-,Equip
1239,swampy dagger,faca pantanosa,9176,0,-,-,Equip
1240,swampy shield,escudo pantanoso,9176,0,-,-,Equip
1241,swampy armor,armadura pantanosa,9176,0,-,-,Equip
1242,misty dagger,faca da névoa,10138,0,-,-,Equip
1243,misty shield,escudo da névoa,10138,0,-,-,Equip
1244,misty armor,armadura da névoa,10138,0,-,-,Equip
1245,glorious dagger,faca gloriosa,11127,0,-,-,Equip
1246,glorious shield,escudo glorioso,11127,0,-,-,Equip
1247,glorious armor,armadura gloriosa,11127,0,-,-,Equip
1248,dark dagger,faca negra,12141,0,-,-,Equip
1249,dark shield,escudo negro,12141,0,-,-,Equip
1250,dark armor,armadura negra,12141,0,-,-,Equip
1251,punk dagger,faca punk,13181,0,-,-,Equip
1252,punk shield,escudo punk,13181,0,-,-,Equip
1253,punk armor,armadura punk,13181,0,-,-,Equip
1254,cracked dagger,faca rachada,14245,0,-,-,Equip
1255,cracked shield,escudo rachado,14245,0,-,-,Equip
1256,cracked armor,armadura rachada,14245,0,-,-,Equip
1257,crusty dagger,faca encrostada,15332,0,-,-,Equip
1258,crusty shield,escudo encrostado,15332,0,-,-,Equip
1259,crusty armor,armadura encrostada,15332,0,-,-,Equip
1260,sandy dagger,faca arenosa,16441,0,-,-,Equip
1261,sandy shield,escudo arenoso,16441,0,-,-,Equip
1262,sandy armor,armadura arenosa,16441,0,-,-,Equip
1263,sunny dagger,faca solar,17572,0,-,-,Equip
1264,sunny shield,escudo solar,17572,0,-,-,Equip
1265,sunny armor,armadura solar,17572,0,-,-,Equip
1266,indigenous dagger,faca indígena,18725,0,-,-,Equip
1267,indigenous shield,escudo indígena,18725,0,-,-,Equip
1268,indigenous armor,armadura indígena,18725,0,-,-,Equip
1269,underwater dagger,faca subaquática,19898,0,-,-,Equip
1270,underwater shield,escudo subaquático,19898,0,-,-,Equip
1271,underwater armor,armadura subaquática,19898,0,-,-,Equip
1272,blast dagger,faca da rajada,21091,0,-,-,Equip
1273,blast shield,escudo da rajada,21091,0,-,-,Equip
1274,blast armor,armadura da rajada,21091,0,-,-,Equip
1275,dagger of determination,faca da determinação,22304,0,-,-,Equip
1276,shield of determination,escudo da determinação,22304,0,-,-,Equip
1277,armor of determination,armadura da determinação,22304,0,-,-,Equip
1278,earthquake dagger,faca do terremoto,23536,0,-,-,Equip
1279,earthquake shield,escudo do terremoto,23536,0,-,-,Equip
1280,earthquake armor,armadura do terremoto,23536,0,-,-,Equip
1281,eruption dagger,faca da erupção,24787,0,-,-,Equip
1282,eruption shield,escudo da erupção,24787,0,-,-,Equip
1283,eruption armor,armadura da erupção,24787,0,-,-,Equip
1284,nuclear dagger,faca nuclear,26057,0,-,-,Equip
1285,nuclear shield,escudo nuclear,26057,0,-,-,Equip
1286,nuclear armor,armadura nuclear,26057,0,-,-,Equip
1287,dragon dagger,faca do dragão,27344,0,-,-,Equip
1288,dragon shield,escudo do dragão,27344,0,-,-,Equip
1289,dragon armor,armadura do dragão,27344,0,-,-,Equip
1290,popsicle dagger,faca de picolé,28648,0,-,-,Equip
1291,popsicle shield,escudo de picolé,28648,0,-,-,Equip
1292,popsicle armor,armadura de picolé,28648,0,-,-,Equip
1293,polar dagger,faca polar,29970,0,-,-,Equip
1294,polar shield,escudo polar,29970,0,-,-,Equip
1295,polar armor,armadura polar,29970,0,-,-,Equip
1296,aurora dagger,faca da aurora,31309,0,-,-,Equip
1297,aurora shield,escudo da aurora,31309,0,-,-,Equip
1298,aurora armor,armadura da aurora,31309,0,-,-,Equip
1299,adventure set,set da aventura,115272,0,-,-,Equip
1300,fur,pêlo,5,60,-,-,Item
1301,wings,asas,7,60,-,-,Item
1302,nut,noz,10,60,-,-,Item
1303,leather,couro,12,60,-,-,Item
1304,rock,pedra,15,60,-,-,Item
1305,cotton,algodão,18,60,-,-,Item
1306,spores,esporos,5,60,-,-,Item
1307,slime,gosma,7,60,-,-,Item
1308,leaf,folha,10,60,-,-,Item
1309,shell,casca,12,60,-,-,Item
1310,ambrosia,ambrosia,15,60,-,-,Item
1311,fern,samambaia,18,60,-,-,Item
1312,ivy,hedera,20,60,-,-,Item
1313,maple leaf,folha de maple,5,60,-,-,Item
1314,tulsi,tulsi,7,60,-,-,Item
1315,orchid,orquídea,10,60,-,-,Item
1316,violet,violeta,12,60,-,-,Item
1317,black haw,espinho preto,15,60,-,-,Item
1318,dew,orvalho,18,60,-,-,Item
1319,lilac,lilás,5,60,-,-,Item
1320,flower,flor,7,60,-,-,Item
1321,campfire,fogueira,10,60,recupera vida com o tempo,heals life over time,Item
1322,antidote,antídoto,12,60,para veneno,stops poison,Item
1323,bandaid,bandaid,15,60,recupera vida,heals life,Item
1324,megaphone,megafone,18,60,-,-,Item
1325,worms,minhoca,20,60,aumenta chance de pesca,increases fishing chance,Item
1326,little bottle,garrafa pequena,5,60,pode ser enchida com água,can be filled with water,Item
1327,medium bottle,garrafa média,7,60,pode ser enchida com água,can be filled with water,Item
1328,big bottle,garrafa grande,10,60,pode ser enchida com água,can be filled with water,Item
1329,little water bottle,garrafa pequena de água,12,60,-,-,Item
1330,medium water bottle,garrafa média de água,15,60,-,-,Item
1331,big water bottle,garrafa grande de água,18,60,-,-,Item
1332,wire,arame,20,60,-,-,Item
1333,heavy rock,pedra pesada,25,60,-,-,Item
1334,stiff wood,madeira dura,30,60,-,-,Item
1335,humus,húmus,35,60,-,-,Item
1336,shovel,pá,40,60,-,-,Item
1337,ladder,escada,45,60,permite entrar e sair da caverna,-,Item
1338,tent,tenda,50,60,-,-,Item
1339,rope,corda,55,60,permite entrar e sair da caverna (consumível),-,Item
1340,fishing rod,vara de pescar,60,60,permite pescar,-,Item
1341,freckly shell,casca sardenta,65,60,-,-,Item
1342,wallet,carteira,70,60,-,-,Item
1343,barking animal,animal que late,75,60,-,-,Item
1344,vine,cipó,80,60,-,-,Item
1345,insect leg,perna de inseto,85,60,-,-,Item
1346,branches,galhos,90,60,-,-,Item
1347,fur ball,bola de pêlos,95,60,-,-,Item
1348,reflective lens,lentes refletivas,100,60,-,-,Item
1349,spring,mola,105,60,-,-,Item
1350,piano key,tecla de piano,110,60,-,-,Item
1351,furry arm,braço peludo,115,60,-,-,Item
1352,dry stalk,caulo seco,120,60,-,-,Item
1353,telescope,telescópio,125,60,-,-,Item
1354,bat wings,asas de morcego,130,60,-,-,Item
1355,shiny eyes,olhos brilhantes,135,60,-,-,Item
1356,small egg,ovo pequeno,140,60,-,-,Item
1357,edgy egg,ovo pontudo,145,60,-,-,Item
1358,frenetic spirit,espírito frenético,150,60,-,-,Item
1359,gold nugget,pepita de ouro,500,10,-,-,Item
1360,diamond,diamante,5000,1,-,-,Item
1361,graphene,grafeno,165,60,-,-,Item
1362,golden string,corda dourada,170,60,-,-,Item
1363,colorful feather,pena colorida,175,60,-,-,Item
1364,poisonous spore,esporo venenoso,180,60,causes poison,-,Item
1365,cutting scale,escama cortante,185,60,causes blood,-,Item
1366,protective scale,escama protetora,190,60,causes block,-,Item
1367,stunning planck,tábua atordoante,195,60,causes stun,-,Item
1368,horn,chifre,200,60,-,-,Item
1369,silencing zipper,zípper silenciador,205,60,causes silence,-,Item
1370,gag,mordaça,210,60,causes silence,-,Item
1371,nailled wood,madeira com pregos,215,60,causes stun,-,Item
1372,syringe,seringa,220,60,-,-,Item
1373,poison syringe,seringa envenenada,225,60,causes poison,-,Item
1374,hallucinogenic mushroom,cogumelo alucinógeno,230,60,causes drunk,-,Item
1375,sturdy shell,casco robusto,235,60,causes block,-,Item
1376,empty glass,copo vazio,240,60,Mas sem espaço para especulações filosóficas,-,Item
1377,sunglasses,óculos de sol,245,60,-,-,Item
1378,poison glass,copo com veneno,250,60,causes poison,-,Item
1379,little adrenaline dose,pequena dose de adrenalina,255,60,increases atk speed,-,Item
1380,energetic stone,pedra energizada,260,60,aumenta chance de refino de atk,-,Item
1381,viscous fluid,fluido viscoso,265,60,stops blood,-,Item
1382,sedative,calmante,270,60,stops blood and reduces atk speed,-,Item
1383,adrenaline syringe,seringa com adrenalina,275,60,increases atk speed,-,Item
1384,blood thickening,engrossador de sangue,280,60,stops blood,-,Item
1385,elastic,elástico,285,60,-,-,Item
1386,binoculars,binóculos,290,60,aumenta dex,increases dex,Item
1387,high-precision glasses,óculos de alta precisão,295,60,aumenta dex,increases dex,Item
1388,smoking pipe,cachimbo,300,60,-,-,Item
1389,magic potion,poção mágica,305,60,aumenta atk mag e def mag,increases magatk and magdef,Item
1390,sparkling dust,pó cintilante,310,60,aumenta chance de refino de special atk,-,Item
1391,sparkling snow,neve cintilante,315,60,-,-,Item
1392,curvy fang,presa curva,320,60,-,-,Item
1393,sulfer gas,gás de enxofre,325,60,fede,-,Item
1394,colorful smoke,fumaça colorida,330,60,-,-,Item
1395,magic orb,orbe mágico,335,60,-,-,Item
1396,matches,fósforos,340,60,-,-,Item
1397,igniter,ignidor,345,60,-,-,Item
1398,celestial wings,asas celestiais,350,60,-,-,Item
1399,enchanted stick,vareta encantada,355,60,aumenta chance de refino de def,-,Item
1400,ecliptic manifest,manifesto eclíptico,360,60,aumenta chance de refino de special def,-,Item
1401,peaceful morning,manhã pacífica,365,60,-,-,Item
1402,slingshot,estilingue,370,60,-,-,Item
1403,sticky tongue,língua grudenta,375,60,-,-,Item
1404,eagle's eyes,olhos de águia,380,60,são os olhos dela, não os seus (não aumenta dex),Item
1405,beer cup,copo de cerveja,385,60,causes drunk,-,Item
1406,beer gallon,galão de cerveja,390,60,causes drunk,-,Item
1407,festive ink,pintura festiva,395,60,-,-,Item
1408,elven ears,orelhas de elfo,400,60,lendárias e super raras, essas orelhas te deixam élfic@,Item
1409,tarantula web,teia de tarântula,405,60,diminui agi,reduces agi,Item
1410,suspicious pills,pílulas suspeitas,410,60,você não tomaria pílulas tão suspeitas (não vai tomar não! U.u),-,Item
1411,recorded voice,voz gravada,415,60,stops silence,-,Item
1412,medicine,remédio,420,60,-,-,Item
1413,dirty mud,lama suja,425,60,e tem lama limpa?,-,Item
1414,wet cloth,pano molhado,430,60,causes water atk,-,Item
1415,burning cloth,pano em chamas,435,60,causes fire atk,-,Item
1416,fast growth seed,semente de crescimento rápido,440,60,causes plant atk,-,Item
1417,ball of clay,bola de argila,445,60,causes earth atk,-,Item
1418,vibrant air,ar vibrante,450,60,causes air atk,-,Item
1419,rubbed rug,pano atritado,455,60,causes thunder atk,-,Item
1420,luminous glass,vidro luminoso,460,60,causes light atk,-,Item
1421,somber robe,capa sombria,465,60,causes dark atk,-,Item
1422,snowball,bola de neve,470,60,causes snow atk,-,Item
